id,c_date,campaign_name,category,campaign_id,impressions,mark_spent,clicks,leads,orders,revenue,CPL
279,2021-02-26,google_wide,search,127823,240600,4453.1,1203,11,1,2283.0,404.82727272727277
280,2021-02-26,youtube_blogger,influencer,10934,195016,38804.2,2247,82,16,127696.0,473.22195121951216
281,2021-02-26,instagram_tier1,social,9034945,174375,12592.4,1342,27,4,26556.0,466.38518518518515
282,2021-02-26,instagram_tier2,social,983498,508600,2403.54,2543,73,1,1981.0,32.92520547945205
283,2021-02-26,facebook_retargeting,social,4387490,4906,1071.16,143,3,1,4981.0,357.05333333333334
284,2021-02-26,facebook_lal,social,544756,55269,315.92,610,0,0,0.0,
285,2021-02-26,instagram_blogger,influencer,374754,192489,15596.0,1497,34,5,25205.0,458.70588235294116
286,2021-02-26,banner_partner,media,39889,20930000,8087.73,2093,22,3,12213.0,367.6240909090909
287,2021-02-27,facebook_tier1,social,349043,213771,5003.33,241,9,1,4223.0,555.9255555555555
288,2021-02-27,facebook_tier2,social,348934,66400,3235.77,332,13,0,0.0,248.9053846153846
289,2021-02-27,google_hot,search,89459845,4662,1754.25,83,2,0,0.0,877.125
290,2021-02-27,google_wide,search,127823,40004,1487.24,243,5,0,0.0,297.448
291,2021-02-27,youtube_blogger,influencer,10934,44000,5721.83,440,15,3,23943.0,381.45533333333333
292,2021-02-27,instagram_tier1,social,9034945,44112,1832.16,275,6,1,5981.0,305.36
293,2021-02-27,instagram_tier2,social,983498,78799,254.14,503,3,0,0.0,84.71333333333332
294,2021-02-27,facebook_retargeting,social,4387490,667,200.42,20,0,0,0.0,
295,2021-02-27,facebook_lal,social,544756,13693,3098.45,115,2,0,0.0,1549.225
296,2021-02-27,instagram_blogger,influencer,374754,24018,3524.08,298,6,1,4661.0,587.3466666666667
297,2021-02-27,banner_partner,media,39889,182546,2791.06,426,9,1,3981.0,310.11777777777775
298,2021-02-28,facebook_tier1,social,349043,97200,6440.5,486,11,1,4981.0,585.5
299,2021-02-28,facebook_tier2,social,348934,132200,8665.55,661,13,1,5509.0,666.5807692307692
300,2021-02-28,google_hot,search,89459845,11554,3529.73,187,5,1,8714.0,705.946
301,2021-02-28,google_wide,search,127823,55625,384.75,487,1,0,0.0,384.75
302,2021-02-28,youtube_blogger,influencer,10934,129025,9892.77,909,21,5,37450.0,471.0842857142857
303,2021-02-28,instagram_tier1,social,9034945,63566,4950.74,546,12,1,5981.0,412.56166666666667
304,2021-02-28,instagram_tier2,social,983498,775780,760.75,1024,4,0,0.0,190.1875
305,2021-02-28,facebook_retargeting,social,4387490,1933,224.81,58,0,0,0.0,
306,2021-02-28,facebook_lal,social,544756,25840,6844.8,248,5,1,1491.0,1368.96
307,2021-02-28,instagram_blogger,influencer,374754,94058,4845.65,594,12,1,5008.0,403.8041666666666
308,2021-02-28,banner_partner,media,39889,8490000,6822.62,849,18,2,7030.0,379.03444444444443
